selective b 
=========================================================================
                          Station B                                 
-------------------------------------------------------------------------
Protocol.lib, version 3.0, Build: Oct 19 2009 (jiangy@public3.bta.net.cn)
Channel: 8000 bps, 270 ms propagation delay, bit error rate 1.0E-005
Log file "selective-B.log", TCP port 59144, debug mask 0x00
Station B is connecting station A (TCP port 59144) ... Done.
New epoch: Tue May 17 18:52:55 2016
=========================================================================
Designed by Yuan Yukun, based on Teacher Jiang's code.
Build: May 17 2016  18:50:34
2.582 .... 8 packets received, 7710 bps, 96.38%, Err 0 (0.0e+000)
60.927 .... 211 packets received, 7146 bps, 89.33%, Err 8 (1.7e-005)
63.036 .... 219 packets received, 7167 bps, 89.59%, Err 8 (1.6e-005)
65.161 .... 227 packets received, 7185 bps, 89.81%, Err 8 (1.6e-005)
67.271 .... 235 packets received, 7203 bps, 90.04%, Err 8 (1.5e-005)
70.177 .... 242 packets received, 7109 bps, 88.86%, Err 9 (1.6e-005)
72.286 .... 253 packets received, 7214 bps, 90.17%, Err 9 (1.6e-005)
74.411 .... 261 packets received, 7228 bps, 90.35%, Err 9 (1.5e-005)
76.505 .... 269 packets received, 7244 bps, 90.55%, Err 9 (1.5e-005)
78.630 .... 277 packets received, 7257 bps, 90.71%, Err 9 (1.5e-005)
80.740 .... 285 packets received, 7270 bps, 90.88%, Err 9 (1.4e-005)
82.849 .... 293 packets received, 7283 bps, 91.04%, Err 9 (1.4e-005)
84.974 .... 301 packets received, 7294 bps, 91.17%, Err 9 (1.3e-005)
87.068 .... 309 packets received, 7307 bps, 91.33%, Err 9 (1.3e-005)
89.193 .... 317 packets received, 7316 bps, 91.45%, Err 9 (1.3e-005)
91.302 .... 325 packets received, 7327 bps, 91.58%, Err 9 (1.2e-005)
93.412 .... 333 packets received, 7337 bps, 91.71%, Err 9 (1.2e-005)
95.521 .... 341 packets received, 7346 bps, 91.83%, Err 9 (1.2e-005)
97.646 .... 349 packets received, 7354 bps, 91.93%, Err 9 (1.2e-005)
99.756 .... 357 packets received, 7363 bps, 92.04%, Err 9 (1.1e-005)
101.865 .... 365 packets received, 7371 bps, 92.14%, Err 9 (1.1e-005)
103.974 .... 373 packets received, 7380 bps, 92.24%, Err 9 (1.1e-005)
106.084 .... 381 packets received, 7387 bps, 92.34%, Err 9 (1.1e-005)
108.193 .... 389 packets received, 7395 bps, 92.43%, Err 9 (1.1e-005)
110.318 .... 397 packets received, 7401 bps, 92.51%, Err 9 (1.0e-005)
112.412 .... 405 packets received, 7409 bps, 92.61%, Err 9 (1.0e-005)
114.803 .... 410 packets received, 7343 bps, 91.79%, Err 11 (1.2e-005)
116.912 .... 420 packets received, 7386 bps, 92.33%, Err 11 (1.2e-005)
119.021 .... 428 packets received, 7393 bps, 92.41%, Err 11 (1.2e-005)
121.149 .... 436 packets received, 7398 bps, 92.48%, Err 11 (1.1e-005)
123.243 .... 444 packets received, 7406 bps, 92.57%, Err 11 (1.1e-005)
125.381 .... 452 packets received, 7410 bps, 92.63%, Err 11 (1.1e-005)
127.459 .... 460 packets received, 7418 bps, 92.72%, Err 11 (1.1e-005)
129.584 .... 468 packets received, 7423 bps, 92.78%, Err 11 (1.1e-005)
131.693 .... 476 packets received, 7428 bps, 92.85%, Err 11 (1.1e-005)
133.803 .... 484 packets received, 7434 bps, 92.92%, Err 11 (1.0e-005)
135.912 .... 492 packets received, 7439 bps, 92.98%, Err 11 (1.0e-005)
138.037 .... 500 packets received, 7443 bps, 93.04%, Err 11 (1.0e-005)
141.193 .... 508 packets received, 7392 bps, 92.41%, Err 12 (1.1e-005)
143.303 .... 519 packets received, 7441 bps, 93.01%, Err 12 (1.1e-005)
145.428 .... 527 packets received, 7445 bps, 93.06%, Err 12 (1.0e-005)
147.537 .... 535 packets received, 7450 bps, 93.12%, Err 12 (1.0e-005)
149.647 .... 543 packets received, 7454 bps, 93.18%, Err 12 (1.0e-005)
151.756 .... 551 packets received, 7458 bps, 93.23%, Err 12 (1.0e-005)
153.865 .... 559 packets received, 7463 bps, 93.28%, Err 12 (9.8e-006)
155.959 .... 567 packets received, 7468 bps, 93.34%, Err 12 (9.7e-006)
158.100 .... 574 packets received, 7457 bps, 93.21%, Err 13 (1.0e-005)
160.209 .... 582 packets received, 7461 bps, 93.26%, Err 13 (1.0e-005)
162.319 .... 590 packets received, 7465 bps, 93.31%, Err 13 (1.0e-005)
164.428 .... 598 packets received, 7469 bps, 93.36%, Err 13 (1.0e-005)
166.537 .... 606 packets received, 7473 bps, 93.41%, Err 13 (9.8e-006)
168.647 .... 614 packets received, 7476 bps, 93.46%, Err 13 (9.7e-006)
170.772 .... 618 packets received, 7431 bps, 92.89%, Err 14 (1.0e-005)
172.881 .... 629 packets received, 7471 bps, 93.39%, Err 14 (1.0e-005)
174.991 .... 637 packets received, 7475 bps, 93.43%, Err 14 (1.0e-005)
177.100 .... 645 packets received, 7478 bps, 93.48%, Err 14 (1.0e-005)
179.194 .... 653 packets received, 7482 bps, 93.53%, Err 14 (9.8e-006)
181.319 .... 661 packets received, 7485 bps, 93.56%, Err 14 (9.7e-006)
183.444 .... 669 packets received, 7487 bps, 93.59%, Err 14 (9.6e-006)
185.538 .... 677 packets received, 7491 bps, 93.64%, Err 14 (9.5e-006)
187.678 .... 685 packets received, 7493 bps, 93.66%, Err 14 (9.4e-006)
189.788 .... 693 packets received, 7496 bps, 93.70%, Err 14 (9.3e-006)
191.897 .... 701 packets received, 7499 bps, 93.74%, Err 14 (9.2e-006)
194.007 .... 709 packets received, 7502 bps, 93.78%, Err 14 (9.1e-006)
196.116 .... 717 packets received, 7505 bps, 93.81%, Err 14 (9.0e-006)
198.210 .... 725 packets received, 7508 bps, 93.85%, Err 14 (8.9e-006)
200.585 .... 730 packets received, 7470 bps, 93.38%, Err 15 (9.4e-006)
202.710 .... 741 packets received, 7503 bps, 93.79%, Err 15 (9.3e-006)
205.600 .... 747 packets received, 7458 bps, 93.22%, Err 16 (9.8e-006)
207.741 .... 759 packets received, 7499 bps, 93.74%, Err 16 (9.7e-006)
210.366 .... 764 packets received, 7454 bps, 93.18%, Err 17 (1.0e-005)
212.476 .... 776 packets received, 7496 bps, 93.70%, Err 17 (1.0e-005)
214.601 .... 784 packets received, 7498 bps, 93.72%, Err 17 (1.0e-005)
216.710 .... 792 packets received, 7501 bps, 93.76%, Err 17 (9.9e-006)
218.804 .... 795 packets received, 7457 bps, 93.21%, Err 18 (1.0e-005)
220.929 .... 807 packets received, 7496 bps, 93.70%, Err 18 (1.0e-005)
223.038 .... 815 packets received, 7499 bps, 93.74%, Err 18 (1.0e-005)
225.429 .... 819 packets received, 7456 bps, 93.20%, Err 19 (1.1e-005)
227.538 .... 831 packets received, 7495 bps, 93.68%, Err 19 (1.0e-005)
229.632 .... 839 packets received, 7498 bps, 93.72%, Err 19 (1.0e-005)
231.757 .... 847 packets received, 7500 bps, 93.74%, Err 19 (1.0e-005)
234.663 .... 853 packets received, 7459 bps, 93.24%, Err 20 (1.1e-005)
236.788 .... 865 packets received, 7496 bps, 93.70%, Err 20 (1.1e-005)
238.882 .... 873 packets received, 7499 bps, 93.74%, Err 20 (1.1e-005)
241.007 .... 881 packets received, 7501 bps, 93.76%, Err 20 (1.0e-005)
243.648 .... 886 packets received, 7461 bps, 93.27%, Err 21 (1.1e-005)
245.757 .... 898 packets received, 7497 bps, 93.72%, Err 21 (1.1e-005)
247.867 .... 906 packets received, 7500 bps, 93.75%, Err 21 (1.1e-005)
249.992 .... 914 packets received, 7501 bps, 93.77%, Err 21 (1.1e-005)
252.117 .... 922 packets received, 7503 bps, 93.79%, Err 21 (1.0e-005)
254.226 .... 930 packets received, 7505 bps, 93.82%, Err 21 (1.0e-005)
256.335 .... 938 packets received, 7508 bps, 93.84%, Err 21 (1.0e-005)
258.429 .... 946 packets received, 7510 bps, 93.88%, Err 21 (1.0e-005)
260.539 .... 954 packets received, 7512 bps, 93.90%, Err 21 (1.0e-005)
262.679 .... 962 packets received, 7513 bps, 93.92%, Err 21 (1.0e-005)
264.789 .... 970 packets received, 7515 bps, 93.94%, Err 21 (1.0e-005)
266.914 .... 978 packets received, 7517 bps, 93.96%, Err 21 (9.9e-006)
269.039 .... 986 packets received, 7518 bps, 93.98%, Err 21 (9.8e-006)
271.148 .... 994 packets received, 7520 bps, 94.01%, Err 22 (1.0e-005)
273.273 .... 1002 packets received, 7522 bps, 94.02%, Err 22 (1.0e-005)
275.367 .... 1010 packets received, 7524 bps, 94.05%, Err 22 (1.0e-005)
277.492 .... 1018 packets received, 7526 bps, 94.07%, Err 22 (1.0e-005)
279.617 .... 1026 packets received, 7527 bps, 94.09%, Err 22 (9.9e-006)
281.711 .... 1034 packets received, 7529 bps, 94.12%, Err 22 (9.8e-006)
283.836 .... 1042 packets received, 7531 bps, 94.13%, Err 22 (9.7e-006)
285.945 .... 1050 packets received, 7532 bps, 94.15%, Err 22 (9.7e-006)
288.039 .... 1058 packets received, 7534 bps, 94.18%, Err 22 (9.6e-006)
290.164 .... 1066 packets received, 7536 bps, 94.20%, Err 22 (9.5e-006)
292.289 .... 1074 packets received, 7537 bps, 94.21%, Err 22 (9.4e-006)
294.398 .... 1082 packets received, 7539 bps, 94.23%, Err 22 (9.4e-006)
296.508 .... 1090 packets received, 7540 bps, 94.25%, Err 22 (9.3e-006)
298.602 .... 1098 packets received, 7542 bps, 94.28%, Err 22 (9.2e-006)
300.727 .... 1106 packets received, 7544 bps, 94.29%, Err 22 (9.2e-006)
302.836 .... 1113 packets received, 7538 bps, 94.23%, Err 23 (9.5e-006)
304.961 .... 1121 packets received, 7540 bps, 94.24%, Err 23 (9.5e-006)
307.086 .... 1129 packets received, 7541 bps, 94.26%, Err 23 (9.4e-006)
309.180 .... 1137 packets received, 7543 bps, 94.28%, Err 23 (9.3e-006)
311.821 .... 1143 packets received, 7518 bps, 93.98%, Err 25 (1.0e-005)
313.946 .... 1153 packets received, 7532 bps, 94.16%, Err 26 (1.0e-005)
316.055 .... 1161 packets received, 7534 bps, 94.18%, Err 26 (1.0e-005)
318.164 .... 1169 packets received, 7536 bps, 94.19%, Err 26 (1.0e-005)
320.258 .... 1177 packets received, 7537 bps, 94.22%, Err 26 (1.0e-005)
322.383 .... 1185 packets received, 7539 bps, 94.23%, Err 26 (1.0e-005)
324.493 .... 1193 packets received, 7540 bps, 94.25%, Err 26 (1.0e-005)
327.664 .... 1201 packets received, 7517 bps, 93.96%, Err 27 (1.0e-005)
329.774 .... 1212 packets received, 7537 bps, 94.22%, Err 27 (1.0e-005)
331.883 .... 1220 packets received, 7539 bps, 94.24%, Err 27 (1.0e-005)
334.008 .... 1228 packets received, 7540 bps, 94.25%, Err 27 (1.0e-005)
336.118 .... 1236 packets received, 7541 bps, 94.27%, Err 27 (1.0e-005)
338.227 .... 1244 packets received, 7543 bps, 94.28%, Err 27 (1.0e-005)
340.337 .... 1252 packets received, 7544 bps, 94.30%, Err 27 (1.0e-005)
342.446 .... 1260 packets received, 7546 bps, 94.32%, Err 27 (9.9e-006)
344.555 .... 1268 packets received, 7547 bps, 94.34%, Err 27 (9.8e-006)
346.680 .... 1276 packets received, 7548 bps, 94.35%, Err 27 (9.8e-006)
348.790 .... 1284 packets received, 7549 bps, 94.36%, Err 27 (9.7e-006)
350.884 .... 1292 packets received, 7551 bps, 94.39%, Err 27 (9.7e-006)
353.009 .... 1300 packets received, 7552 bps, 94.40%, Err 27 (9.6e-006)
355.118 .... 1307 packets received, 7547 bps, 94.34%, Err 28 (9.9e-006)
357.227 .... 1315 packets received, 7549 bps, 94.36%, Err 28 (9.8e-006)
360.134 .... 1322 packets received, 7527 bps, 94.09%, Err 29 (1.0e-005)
362.243 .... 1333 packets received, 7546 bps, 94.32%, Err 29 (1.0e-005)
364.384 .... 1341 packets received, 7546 bps, 94.33%, Err 29 (1.0e-005)
366.477 .... 1349 packets received, 7548 bps, 94.35%, Err 29 (9.9e-006)
368.587 .... 1357 packets received, 7549 bps, 94.37%, Err 29 (9.9e-006)
370.696 .... 1365 packets received, 7551 bps, 94.38%, Err 29 (9.8e-006)
372.806 .... 1373 packets received, 7552 bps, 94.40%, Err 29 (9.8e-006)
374.915 .... 1381 packets received, 7553 bps, 94.41%, Err 29 (9.7e-006)
377.040 .... 1389 packets received, 7554 bps, 94.42%, Err 29 (9.6e-006)
379.134 .... 1397 packets received, 7555 bps, 94.44%, Err 29 (9.6e-006)
381.259 .... 1405 packets received, 7556 bps, 94.45%, Err 29 (9.5e-006)
383.368 .... 1413 packets received, 7557 bps, 94.47%, Err 29 (9.5e-006)
385.478 .... 1421 packets received, 7559 bps, 94.48%, Err 29 (9.4e-006)
387.587 .... 1429 packets received, 7560 bps, 94.50%, Err 29 (9.4e-006)
389.712 .... 1433 packets received, 7539 bps, 94.24%, Err 31 (1.0e-005)
391.822 .... 1443 packets received, 7551 bps, 94.39%, Err 31 (9.9e-006)
393.947 .... 1450 packets received, 7547 bps, 94.34%, Err 32 (1.0e-005)
396.040 .... 1458 packets received, 7548 bps, 94.35%, Err 32 (1.0e-005)
398.134 .... 1466 packets received, 7550 bps, 94.37%, Err 32 (1.0e-005)
400.259 .... 1474 packets received, 7551 bps, 94.38%, Err 32 (1.0e-005)
402.384 .... 1482 packets received, 7551 bps, 94.39%, Err 32 (1.0e-005)
404.494 .... 1490 packets received, 7553 bps, 94.41%, Err 32 (9.9e-006)
406.587 .... 1498 packets received, 7554 bps, 94.42%, Err 33 (1.0e-005)
408.728 .... 1506 packets received, 7555 bps, 94.43%, Err 33 (1.0e-005)
410.837 .... 1514 packets received, 7556 bps, 94.45%, Err 33 (1.0e-005)
414.275 .... 1518 packets received, 7513 bps, 93.91%, Err 35 (1.1e-005)
416.369 .... 1533 packets received, 7549 bps, 94.36%, Err 35 (1.1e-005)
418.494 .... 1541 packets received, 7549 bps, 94.37%, Err 35 (1.0e-005)
421.916 .... 1549 packets received, 7527 bps, 94.09%, Err 36 (1.1e-005)
424.025 .... 1561 packets received, 7548 bps, 94.35%, Err 36 (1.1e-005)
426.150 .... 1569 packets received, 7548 bps, 94.36%, Err 36 (1.1e-005)
428.259 .... 1572 packets received, 7526 bps, 94.07%, Err 38 (1.1e-005)
430.353 .... 1583 packets received, 7541 bps, 94.27%, Err 38 (1.1e-005)
432.494 .... 1591 packets received, 7542 bps, 94.27%, Err 38 (1.1e-005)
434.587 .... 1599 packets received, 7543 bps, 94.29%, Err 38 (1.1e-005)
436.724 .... 1607 packets received, 7544 bps, 94.30%, Err 38 (1.1e-005)
438.833 .... 1615 packets received, 7545 bps, 94.31%, Err 38 (1.1e-005)
440.943 .... 1623 packets received, 7546 bps, 94.32%, Err 38 (1.1e-005)
443.068 .... 1631 packets received, 7547 bps, 94.33%, Err 38 (1.1e-005)
445.162 .... 1639 packets received, 7548 bps, 94.35%, Err 38 (1.1e-005)
447.271 .... 1647 packets received, 7549 bps, 94.36%, Err 38 (1.1e-005)
449.380 .... 1655 packets received, 7550 bps, 94.38%, Err 38 (1.1e-005)
451.505 .... 1663 packets received, 7551 bps, 94.39%, Err 38 (1.1e-005)
453.615 .... 1671 packets received, 7552 bps, 94.40%, Err 38 (1.1e-005)
455.740 .... 1679 packets received, 7553 bps, 94.41%, Err 38 (1.0e-005)
457.834 .... 1687 packets received, 7554 bps, 94.42%, Err 38 (1.0e-005)
459.959 .... 1695 packets received, 7555 bps, 94.43%, Err 38 (1.0e-005)
462.066 .... 1703 packets received, 7556 bps, 94.45%, Err 38 (1.0e-005)
464.176 .... 1711 packets received, 7557 bps, 94.46%, Err 38 (1.0e-005)
466.285 .... 1719 packets received, 7558 bps, 94.47%, Err 38 (1.0e-005)
468.395 .... 1727 packets received, 7558 bps, 94.48%, Err 38 (1.0e-005)
471.566 .... 1734 packets received, 7538 bps, 94.23%, Err 39 (1.0e-005)
473.676 .... 1746 packets received, 7556 bps, 94.45%, Err 39 (1.0e-005)
475.801 .... 1754 packets received, 7557 bps, 94.46%, Err 39 (1.0e-005)
477.910 .... 1762 packets received, 7558 bps, 94.47%, Err 39 (1.0e-005)
480.035 .... 1770 packets received, 7559 bps, 94.48%, Err 39 (1.0e-005)
482.145 .... 1778 packets received, 7560 bps, 94.49%, Err 39 (1.0e-005)
484.238 .... 1786 packets received, 7561 bps, 94.51%, Err 39 (1.0e-005)
486.364 .... 1794 packets received, 7561 bps, 94.52%, Err 39 (1.0e-005)
488.457 .... 1802 packets received, 7562 bps, 94.53%, Err 39 (1.0e-005)
490.582 .... 1805 packets received, 7542 bps, 94.28%, Err 40 (1.0e-005)
492.692 .... 1817 packets received, 7560 bps, 94.50%, Err 40 (1.0e-005)
494.817 .... 1825 packets received, 7560 bps, 94.51%, Err 40 (1.0e-005)
496.926 .... 1833 packets received, 7561 bps, 94.52%, Err 41 (1.0e-005)
499.020 .... 1840 packets received, 7558 bps, 94.48%, Err 41 (1.0e-005)
501.145 .... 1848 packets received, 7559 bps, 94.49%, Err 41 (1.0e-005)
503.254 .... 1856 packets received, 7560 bps, 94.50%, Err 41 (1.0e-005)
505.379 .... 1864 packets received, 7561 bps, 94.51%, Err 41 (1.0e-005)
507.489 .... 1871 packets received, 7557 bps, 94.47%, Err 42 (1.0e-005)
509.598 .... 1875 packets received, 7542 bps, 94.28%, Err 44 (1.1e-005)
511.708 .... 1885 packets received, 7551 bps, 94.39%, Err 44 (1.1e-005)
513.817 .... 1893 packets received, 7552 bps, 94.40%, Err 44 (1.1e-005)
515.926 .... 1901 packets received, 7553 bps, 94.41%, Err 44 (1.1e-005)
518.051 .... 1909 packets received, 7553 bps, 94.42%, Err 44 (1.1e-005)
520.145 .... 1917 packets received, 7555 bps, 94.43%, Err 44 (1.1e-005)
522.270 .... 1925 packets received, 7555 bps, 94.44%, Err 45 (1.1e-005)
524.380 .... 1933 packets received, 7556 bps, 94.45%, Err 45 (1.1e-005)
526.489 .... 1941 packets received, 7557 bps, 94.46%, Err 45 (1.1e-005)
528.598 .... 1949 packets received, 7558 bps, 94.47%, Err 45 (1.1e-005)
530.739 .... 1957 packets received, 7558 bps, 94.48%, Err 45 (1.1e-005)
532.833 .... 1965 packets received, 7559 bps, 94.49%, Err 45 (1.1e-005)
534.942 .... 1973 packets received, 7560 bps, 94.50%, Err 45 (1.1e-005)
538.114 .... 1981 packets received, 7546 bps, 94.32%, Err 46 (1.1e-005)
540.224 .... 1992 packets received, 7558 bps, 94.48%, Err 46 (1.1e-005)
542.333 .... 2000 packets received, 7559 bps, 94.49%, Err 46 (1.1e-005)
544.442 .... 2008 packets received, 7560 bps, 94.50%, Err 46 (1.1e-005)
546.567 .... 2016 packets received, 7560 bps, 94.50%, Err 46 (1.1e-005)
548.677 .... 2024 packets received, 7561 bps, 94.51%, Err 46 (1.1e-005)
550.786 .... 2032 packets received, 7562 bps, 94.52%, Err 46 (1.0e-005)
552.896 .... 2040 packets received, 7563 bps, 94.53%, Err 46 (1.0e-005)
555.005 .... 2048 packets received, 7563 bps, 94.54%, Err 46 (1.0e-005)
557.114 .... 2056 packets received, 7564 bps, 94.55%, Err 46 (1.0e-005)
559.224 .... 2064 packets received, 7565 bps, 94.56%, Err 46 (1.0e-005)
561.349 .... 2072 packets received, 7566 bps, 94.57%, Err 46 (1.0e-005)
563.458 .... 2080 packets received, 7566 bps, 94.58%, Err 46 (1.0e-005)
565.568 .... 2088 packets received, 7567 bps, 94.59%, Err 47 (1.0e-005)
567.677 .... 2096 packets received, 7568 bps, 94.60%, Err 48 (1.1e-005)
569.786 .... 2103 packets received, 7565 bps, 94.56%, Err 48 (1.1e-005)
571.896 .... 2111 packets received, 7566 bps, 94.57%, Err 48 (1.1e-005)
574.005 .... 2119 packets received, 7566 bps, 94.58%, Err 48 (1.0e-005)
576.130 .... 2127 packets received, 7567 bps, 94.59%, Err 48 (1.0e-005)
578.240 .... 2135 packets received, 7568 bps, 94.60%, Err 48 (1.0e-005)
580.349 .... 2143 packets received, 7568 bps, 94.61%, Err 48 (1.0e-005)
582.458 .... 2151 packets received, 7569 bps, 94.61%, Err 48 (1.0e-005)
584.568 .... 2159 packets received, 7570 bps, 94.62%, Err 48 (1.0e-005)
586.693 .... 2167 packets received, 7570 bps, 94.63%, Err 48 (1.0e-005)
588.802 .... 2175 packets received, 7571 bps, 94.64%, Err 48 (1.0e-005)
590.912 .... 2183 packets received, 7572 bps, 94.65%, Err 48 (1.0e-005)
593.021 .... 2191 packets received, 7572 bps, 94.66%, Err 48 (1.0e-005)
595.131 .... 2199 packets received, 7573 bps, 94.66%, Err 48 (1.0e-005)
597.240 .... 2207 packets received, 7574 bps, 94.67%, Err 48 (1.0e-005)
599.365 .... 2215 packets received, 7574 bps, 94.68%, Err 48 (1.0e-005)
601.459 .... 2223 packets received, 7575 bps, 94.69%, Err 48 (1.0e-005)
603.584 .... 2231 packets received, 7576 bps, 94.70%, Err 48 (1.0e-005)
605.693 .... 2239 packets received, 7576 bps, 94.70%, Err 48 (9.9e-006)
607.818 .... 2247 packets received, 7577 bps, 94.71%, Err 48 (9.9e-006)
609.912 .... 2255 packets received, 7578 bps, 94.72%, Err 48 (9.9e-006)
612.037 .... 2263 packets received, 7578 bps, 94.73%, Err 48 (9.8e-006)
614.146 .... 2271 packets received, 7579 bps, 94.73%, Err 48 (9.8e-006)
616.256 .... 2279 packets received, 7579 bps, 94.74%, Err 48 (9.8e-006)
618.350 .... 2287 packets received, 7580 bps, 94.75%, Err 48 (9.7e-006)
620.490 .... 2295 packets received, 7580 bps, 94.76%, Err 48 (9.7e-006)
622.600 .... 2303 packets received, 7581 bps, 94.76%, Err 48 (9.7e-006)
624.709 .... 2311 packets received, 7582 bps, 94.77%, Err 48 (9.6e-006)
626.803 .... 2319 packets received, 7583 bps, 94.78%, Err 48 (9.6e-006)
628.912 .... 2327 packets received, 7583 bps, 94.79%, Err 48 (9.6e-006)
631.037 .... 2335 packets received, 7584 bps, 94.80%, Err 48 (9.5e-006)
633.162 .... 2343 packets received, 7584 bps, 94.80%, Err 49 (9.7e-006)
635.272 .... 2351 packets received, 7585 bps, 94.81%, Err 50 (9.9e-006)
637.381 .... 2358 packets received, 7582 bps, 94.78%, Err 51 (1.0e-005)
639.490 .... 2366 packets received, 7583 bps, 94.78%, Err 51 (1.0e-005)
641.584 .... 2374 packets received, 7583 bps, 94.79%, Err 51 (1.0e-005)
644.772 .... 2382 packets received, 7571 bps, 94.64%, Err 52 (1.0e-005)
646.866 .... 2393 packets received, 7582 bps, 94.77%, Err 52 (1.0e-005)
648.991 .... 2401 packets received, 7582 bps, 94.78%, Err 52 (1.0e-005)
651.100 .... 2409 packets received, 7583 bps, 94.78%, Err 52 (1.0e-005)
653.225 .... 2417 packets received, 7583 bps, 94.79%, Err 52 (1.0e-005)
655.350 .... 2425 packets received, 7584 bps, 94.79%, Err 53 (1.0e-005)
657.459 .... 2432 packets received, 7581 bps, 94.76%, Err 53 (1.0e-005)
659.569 .... 2440 packets received, 7582 bps, 94.77%, Err 53 (1.0e-005)
661.678 .... 2448 packets received, 7582 bps, 94.78%, Err 53 (1.0e-005)
663.788 .... 2456 packets received, 7583 bps, 94.78%, Err 53 (1.0e-005)
665.913 .... 2464 packets received, 7583 bps, 94.79%, Err 53 (1.0e-005)
668.038 .... 2472 packets received, 7584 bps, 94.79%, Err 53 (9.9e-006)
670.131 .... 2480 packets received, 7584 bps, 94.80%, Err 53 (9.9e-006)
672.241 .... 2487 packets received, 7582 bps, 94.77%, Err 54 (1.0e-005)
674.366 .... 2495 packets received, 7582 bps, 94.78%, Err 54 (1.0e-005)
676.475 .... 2503 packets received, 7583 bps, 94.79%, Err 54 (1.0e-005)
678.600 .... 2511 packets received, 7583 bps, 94.79%, Err 54 (1.0e-005)
680.710 .... 2518 packets received, 7581 bps, 94.76%, Err 55 (1.0e-005)
682.819 .... 2526 packets received, 7581 bps, 94.77%, Err 55 (1.0e-005)
684.913 .... 2534 packets received, 7582 bps, 94.78%, Err 55 (1.0e-005)
687.304 .... 2539 packets received, 7571 bps, 94.63%, Err 56 (1.0e-005)
689.413 .... 2550 packets received, 7580 bps, 94.75%, Err 56 (1.0e-005)
691.522 .... 2558 packets received, 7581 bps, 94.76%, Err 56 (1.0e-005)
693.632 .... 2566 packets received, 7581 bps, 94.77%, Err 56 (1.0e-005)
695.757 .... 2574 packets received, 7582 bps, 94.77%, Err 56 (1.0e-005)
697.851 .... 2582 packets received, 7582 bps, 94.78%, Err 56 (1.0e-005)
699.991 .... 2590 packets received, 7583 bps, 94.78%, Err 56 (1.0e-005)
702.085 .... 2598 packets received, 7583 bps, 94.79%, Err 56 (1.0e-005)
704.210 .... 2606 packets received, 7584 bps, 94.80%, Err 56 (1.0e-005)
706.319 .... 2614 packets received, 7584 bps, 94.80%, Err 56 (9.9e-006)
708.413 .... 2622 packets received, 7585 bps, 94.81%, Err 56 (9.9e-006)
710.523 .... 2630 packets received, 7586 bps, 94.82%, Err 56 (9.9e-006)
712.663 .... 2638 packets received, 7586 bps, 94.82%, Err 56 (9.8e-006)
714.773 .... 2646 packets received, 7586 bps, 94.83%, Err 56 (9.8e-006)
716.898 .... 2654 packets received, 7587 bps, 94.83%, Err 56 (9.8e-006)
718.991 .... 2662 packets received, 7587 bps, 94.84%, Err 56 (9.8e-006)
721.101 .... 2670 packets received, 7588 bps, 94.85%, Err 56 (9.7e-006)
